fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,total_sulfur_dioxide,density,ph,sulphates,alcohol,quality,color
5.9,0.13,0.28,1.9,0.05,78.0,0.9918,3.43,0.64,10.8,6,1
7.2,0.34,0.24,2.0,0.071,52.0,0.9957600000000001,3.44,0.58,10.1,5,0
7.4,0.19,0.3,1.4,0.057,135.0,0.993,3.12,0.5,9.6,6,1
6.0,0.4,0.3,1.6,0.047,117.0,0.9931,3.17,0.48,10.1,6,1
5.9,0.29,0.25,12.0,0.057,224.0,0.9981,3.23,0.41,9.0,6,1
7.1,0.26,0.32,5.9,0.037000000000000005,97.0,0.9934,3.31,0.4,11.6,6,1
6.2,0.24,0.28,12.2,0.049,133.0,0.9952,3.19,0.37,10.7,6,1
6.0,0.42,0.41,12.4,0.032,179.0,0.9962200000000001,3.14,0.6,9.7,5,1
7.8,0.28,0.25,3.4,0.024,99.0,0.98959,2.98,0.37,13.0,6,1
12.3,0.39,0.63,2.3,0.091,18.0,1.0004,3.16,0.49,9.5,5,0
7.8,0.53,0.01,1.6,0.077,19.0,0.995,3.16,0.46,9.8,5,0
7.4,0.29,0.29,1.6,0.045,180.0,0.9936,3.34,0.68,10.5,6,1
7.1,0.18,0.26,1.3,0.040999999999999995,71.0,0.9926,3.04,0.74,9.9,6,1
7.0,0.27,0.48,6.1,0.042,184.0,0.99566,3.2,0.5,9.4,6,1
6.6,0.39,0.38,9.7,0.053,226.0,0.99787,3.3,0.57,9.4,6,1
6.6,0.21,0.6,1.1,0.135,144.0,0.9927,3.12,0.39,9.3,7,1
7.0,0.23,0.35,1.4,0.036000000000000004,113.0,0.9912,3.16,0.48,10.8,7,1
6.4,0.23,0.33,1.15,0.044000000000000004,217.5,0.992,3.33,0.44,11.0,6,1
5.6,0.23,0.29,3.1,0.023,89.0,0.9906799999999999,3.25,0.51,11.2,6,1
7.8,0.39,0.42,2.0,0.086,21.0,0.99526,3.39,0.66,11.6,6,0
7.2,0.21,0.37,1.6,0.049,94.0,0.9924,3.16,0.48,10.9,7,1
6.8,0.32,0.37,3.4,0.023,87.0,0.9902,3.14,0.53,12.7,6,1
6.0,0.26,0.5,2.2,0.048,153.0,0.9928,3.08,0.61,9.8,5,1
9.0,0.26,0.34,6.7,0.028999999999999998,162.0,0.99497,3.08,0.5,10.6,6,1
6.0,0.23,0.34,1.3,0.025,111.0,0.98961,3.36,0.37,12.7,6,1
6.6,0.52,0.08,2.4,0.07,26.0,0.9935799999999999,3.4,0.72,12.5,7,0
8.6,0.37,0.65,6.4,0.08,8.0,0.9981700000000001,3.27,0.58,11.0,5,0
7.8,0.19,0.32,7.4,0.015,124.0,0.9927799999999999,2.99,0.39,11.0,6,1
7.3,0.25,0.42,14.2,0.040999999999999995,182.0,0.9996,3.29,0.75,9.1,7,1
6.2,0.55,0.45,12.0,0.049,186.0,0.9974,3.17,0.5,9.3,6,1
5.8,0.29,0.21,2.6,0.025,120.0,0.9894,3.39,0.79,14.0,7,1
12.8,0.3,0.74,2.6,0.095,28.0,0.9994,3.2,0.77,10.8,7,0
4.2,0.17,0.36,1.8,0.028999999999999998,161.0,0.9899899999999999,3.65,0.89,12.0,7,1
6.3,0.23,0.21,5.1,0.035,142.0,0.9942,3.36,0.33,10.1,7,1
6.6,0.22,0.23,17.3,0.047,118.0,0.9990600000000001,3.08,0.46,8.8,6,1
8.1,0.31,0.36,8.2,0.027999999999999997,142.0,0.9925,3.01,0.34,13.0,7,1
5.9,0.26,0.27,18.2,0.048,168.0,0.9993,3.35,0.44,9.4,5,1
8.2,0.2,0.43,2.5,0.076,51.0,0.99672,3.53,0.81,10.4,6,0
7.2,0.62,0.06,2.7,0.077,85.0,0.99746,3.51,0.54,9.5,5,0
7.0,0.25,0.45,2.3,0.045,118.0,0.99064,3.16,0.48,11.9,7,1
5.9,0.29,0.25,13.4,0.067,160.0,0.99721,3.33,0.54,10.3,6,0
7.1,0.17,0.4,14.55,0.047,156.0,0.99945,3.34,0.78,9.1,6,1
10.4,0.28,0.54,2.7,0.105,19.0,0.9988,3.25,0.63,9.5,5,0
7.7,1.005,0.15,2.1,0.102,32.0,0.9960399999999999,3.23,0.48,10.0,5,0
7.9,0.17,0.32,1.6,0.053,150.0,0.9948,3.29,0.76,9.6,6,1
5.2,0.24,0.45,3.8,0.027000000000000003,128.0,0.992,3.55,0.49,11.2,8,1
6.1,0.32,0.24,1.5,0.036000000000000004,124.0,0.9898,3.29,0.42,12.4,7,1
5.5,0.62,0.33,1.7,0.037000000000000005,118.0,0.9875799999999999,3.15,0.39,13.55,6,1
7.6,0.27,0.32,1.2,0.043,72.0,0.99236,3.06,0.68,10.5,5,1
6.2,0.52,0.08,4.4,0.071,32.0,0.99646,3.56,0.63,11.6,6,0
10.1,0.65,0.37,5.1,0.11,65.0,1.0026,3.32,0.64,10.4,6,0
7.2,0.23,0.25,18.8,0.085,111.0,1.00044,3.1,0.51,8.7,5,1
7.0,0.43,0.36,1.6,0.08900000000000001,37.0,0.99615,3.34,0.56,9.2,6,0
6.4,0.24,0.49,5.8,0.053,120.0,0.9942,3.01,0.98,10.5,6,1
6.4,0.57,0.02,1.8,0.067,11.0,0.997,3.46,0.68,9.5,5,0
6.3,0.13,0.42,1.1,0.043,146.0,0.99066,3.13,0.72,11.2,7,1
7.8,0.815,0.01,2.6,0.07400000000000001,90.0,0.99621,3.38,0.62,10.8,5,0
8.5,0.28,0.34,13.8,0.040999999999999995,161.0,0.9981,3.13,0.4,9.9,6,1
5.6,0.13,0.27,4.8,0.027999999999999997,104.0,0.9948,3.34,0.45,9.2,6,1
5.3,0.3,0.2,1.1,0.077,166.0,0.9944,3.3,0.54,8.7,4,1
6.7,0.31,0.09,1.4,0.039,141.0,0.99206,3.12,0.44,10.1,5,1
6.4,0.19,0.42,2.9,0.032,83.0,0.9908,3.3,0.41,11.7,6,1
6.6,0.28,0.09,10.9,0.051,131.0,0.99566,2.93,0.62,9.5,6,1
5.2,0.335,0.2,1.7,0.033,74.0,0.9900200000000001,3.34,0.48,12.3,6,1
6.3,0.12,0.36,2.1,0.044000000000000004,146.0,0.9914,3.27,0.74,11.4,7,1
6.7,0.62,0.21,1.9,0.079,62.0,0.997,3.52,0.58,9.3,6,0
8.3,0.14,0.36,8.8,0.026000000000000002,60.0,0.9956,3.13,0.35,11.05,5,1
6.3,0.34,0.27,2.5,0.024,152.0,0.99095,3.35,0.6,11.9,7,1
8.9,0.24,0.33,15.75,0.035,132.0,0.996,3.0,0.37,12.1,6,1
7.4,0.31,0.26,8.6,0.048,206.0,0.9964,3.26,0.36,9.1,5,1
5.7,0.46,0.46,1.4,0.04,169.0,0.9932,3.13,0.47,8.8,5,1
6.6,0.22,0.23,17.3,0.047,118.0,0.9990600000000001,3.08,0.46,8.8,6,1
7.6,0.26,0.32,1.3,0.048,76.0,0.9903,2.96,0.46,12.0,6,1
10.7,0.4,0.48,2.1,0.125,49.0,0.998,3.03,0.81,9.7,6,0
7.3,0.19,0.27,13.9,0.057,155.0,0.9980700000000001,2.94,0.41,8.8,8,1
7.2,0.23,0.39,2.3,0.033,102.0,0.9908,3.26,0.54,12.3,7,1
9.4,0.4,0.47,2.5,0.087,20.0,0.99772,3.15,0.5,10.5,5,0
5.4,0.205,0.16,12.55,0.051,115.0,0.99564,3.4,0.38,10.8,6,1
8.4,0.37,0.53,1.8,0.413,26.0,0.9979,3.06,1.06,9.1,6,0
6.6,0.24,0.35,7.7,0.031,135.0,0.9938,3.19,0.37,10.5,5,1
8.3,0.27,0.45,1.3,0.048,72.0,0.9944,3.08,0.61,10.3,4,1
6.7,0.64,0.3,1.2,0.03,76.0,0.9892,3.16,0.6,12.9,4,1
5.1,0.585,0.0,1.7,0.044000000000000004,86.0,0.99264,3.56,0.94,12.9,7,0
9.1,0.3,0.41,2.0,0.068,24.0,0.99523,3.27,0.85,11.7,7,0
6.1,0.27,0.3,16.7,0.039,172.0,0.99985,3.4,0.45,9.4,5,1
7.3,0.28,0.36,12.7,0.04,140.0,0.998,3.3,0.79,9.6,6,1
6.7,0.41,0.24,5.4,0.035,115.0,0.9901,3.12,0.44,12.8933333333333,7,1
6.8,0.18,0.3,12.8,0.062,171.0,0.99808,3.0,0.52,9.0,7,1
7.5,0.19,0.34,2.6,0.037000000000000005,125.0,0.9923,3.1,0.49,11.1,7,1
7.2,0.24,0.19,7.7,0.045,176.0,0.9958,3.17,0.38,9.5,5,1
11.9,0.38,0.49,2.7,0.098,42.0,1.0004,3.16,0.61,10.3,5,0
7.4,0.25,0.37,13.5,0.06,192.0,0.9975,3.0,0.44,9.1,5,1
6.7,0.31,0.42,6.4,0.057,148.0,0.9955,3.16,0.45,9.6,5,1
6.5,0.51,0.15,3.0,0.064,27.0,0.9929,3.33,0.59,12.8,6,0
7.4,0.17,0.4,5.5,0.037000000000000005,161.0,0.9935,3.05,0.62,11.5,4,1
7.6,0.23,0.49,10.0,0.036000000000000004,182.0,0.9967,3.08,0.58,9.6,6,1
7.4,0.59,0.08,4.4,0.086,29.0,0.9974,3.38,0.5,9.0,4,0
11.4,0.625,0.66,6.2,0.08800000000000001,24.0,0.9988,3.11,0.99,13.3,6,0
6.1,0.16,0.27,12.6,0.064,162.0,0.9994,3.66,0.43,8.9,5,1
7.0,0.22,0.39,2.1,0.055,198.0,0.9951,3.52,0.54,10.2,6,1
8.5,0.17,0.74,3.6,0.05,128.0,0.9928,3.28,0.4,12.4,6,1
6.8,0.52,0.26,5.7,0.038,130.0,0.99,3.11,0.27,13.0,7,1
3.8,0.31,0.02,11.1,0.036000000000000004,114.0,0.9924799999999999,3.75,0.44,12.4,6,1
5.8,0.17,0.36,1.3,0.036000000000000004,70.0,0.9920200000000001,3.43,0.68,10.4,7,1
8.5,0.26,0.21,16.2,0.07400000000000001,197.0,0.998,3.02,0.5,9.8,3,1
7.4,0.44,0.2,11.5,0.049,157.0,0.998,3.27,0.44,9.0,5,1
9.2,0.34,0.27,1.2,0.026000000000000002,73.0,0.9921,3.08,0.39,10.8,5,1
8.0,0.2,0.36,1.2,0.032,78.0,0.9921,3.08,0.37,10.4,6,1
6.7,0.18,0.25,14.3,0.048,149.0,0.9975,3.12,0.37,9.7,5,1
7.8,0.28,0.49,1.3,0.046,142.0,0.9936,3.09,0.59,10.2,5,1
6.4,0.14,0.28,7.9,0.057,82.0,0.99425,3.26,0.36,10.0,6,1
6.8,0.64,0.1,2.1,0.085,101.0,0.9956,3.34,0.52,10.2,5,0
6.9,0.2,0.5,10.0,0.036000000000000004,167.0,0.9964,3.15,0.55,10.2,6,1
5.6,0.19,0.27,0.9,0.04,103.0,0.99026,3.5,0.39,11.2,5,1
5.6,0.915,0.0,2.1,0.040999999999999995,78.0,0.99346,3.68,0.73,11.4,5,0
7.7,0.28,0.24,2.4,0.044000000000000004,157.0,0.9931200000000001,3.27,0.56,10.6,6,1
8.8,0.44,0.49,2.8,0.083,111.0,0.9982,3.3,0.6,9.5,5,0
6.9,0.25,0.26,5.2,0.024,135.0,0.9948,3.16,0.72,10.7,7,1
7.6,0.41,0.24,1.8,0.08,11.0,0.9962,3.28,0.59,9.5,5,0
5.7,0.22,0.22,16.65,0.044000000000000004,110.0,0.99855,3.24,0.48,9.0,6,1
7.5,0.26,0.31,1.6,0.032,109.0,0.99044,2.97,0.43,11.9,6,1
9.6,0.6,0.5,2.3,0.079,71.0,0.9997,3.5,0.57,9.7,5,0
6.7,0.29,0.45,14.3,0.054000000000000006,181.0,0.99869,3.14,0.57,9.1,5,1
5.8,0.36,0.5,1.0,0.127,178.0,0.9921200000000001,3.1,0.45,9.7,5,1
9.6,0.23,0.4,1.5,0.044000000000000004,135.0,0.9937,2.96,0.49,10.9,5,1
7.8,0.56,0.19,2.0,0.081,108.0,0.9962,3.32,0.54,9.5,5,0
7.8,0.49,0.49,7.0,0.043,149.0,0.9952,3.21,0.33,10.0,5,1
7.6,0.32,0.36,1.6,0.04,155.0,0.993,3.23,0.52,11.3,6,1
6.2,0.3,0.17,2.8,0.04,125.0,0.9939,3.01,0.46,9.0,5,1
8.2,0.34,0.38,2.5,0.08,57.0,0.9978,3.3,0.47,9.0,6,0
6.3,0.23,0.3,1.8,0.033,91.0,0.9906,3.28,0.4,11.8,6,1
5.9,0.395,0.13,2.4,0.055999999999999994,28.0,0.9936200000000001,3.62,0.67,12.4,6,0
8.2,0.43,0.29,1.6,0.081,45.0,0.99603,3.25,0.54,10.3,5,0
6.5,0.34,0.36,11.0,0.052000000000000005,247.0,0.9984,3.44,0.55,9.3,6,1
8.9,0.33,0.34,1.4,0.055999999999999994,171.0,0.9946,3.13,0.47,9.7,5,1
6.2,0.36,0.45,10.4,0.06,184.0,0.99711,3.31,0.56,9.8,6,1
6.0,0.21,0.24,12.1,0.05,164.0,0.997,3.34,0.39,9.4,5,1
8.2,0.23,0.29,1.8,0.047,187.0,0.9933,3.13,0.5,10.2,6,1
6.8,0.24,0.29,2.0,0.044000000000000004,96.0,0.9923200000000001,3.23,0.64,10.4,8,1
6.0,0.25,0.28,7.7,0.053,132.0,0.9948899999999999,3.06,0.5,9.4,6,1
6.3,0.25,0.23,14.9,0.039,142.0,0.99705,3.14,0.35,9.7,6,1
6.1,0.24,0.27,11.5,0.05,133.0,0.9947600000000001,3.22,0.37,10.8,6,1
6.4,0.28,0.27,11.0,0.042,148.0,0.9978600000000001,3.14,0.46,8.7,5,1
8.1,0.12,0.49,1.2,0.042,160.0,0.9934,3.13,0.48,9.7,6,1
7.7,0.61,0.18,2.4,0.083,20.0,0.9963,3.29,0.6,10.2,6,0
7.2,0.31,0.35,7.2,0.046,178.0,0.9955,3.14,0.53,9.7,5,1
5.4,0.45,0.27,6.4,0.033,102.0,0.98944,3.22,0.27,13.4,8,1
5.7,0.22,0.25,1.1,0.05,175.0,0.9909899999999999,3.44,0.62,11.1,6,1
7.7,0.63,0.08,1.9,0.076,27.0,0.9967,3.32,0.54,9.5,6,0
6.9,0.43,0.28,9.4,0.055999999999999994,183.0,0.9959399999999999,3.17,0.43,9.4,5,1
7.0,0.65,0.02,2.1,0.066,25.0,0.9972,3.47,0.67,9.5,6,0
7.4,0.34,0.42,1.1,0.033,171.0,0.9917,3.12,0.53,11.3,6,1
6.9,0.63,0.33,6.7,0.235,115.0,0.99787,3.22,0.56,9.5,5,0
6.5,0.29,0.3,9.15,0.051,166.0,0.99339,3.24,0.56,11.35,6,1
7.8,0.57,0.09,2.3,0.065,45.0,0.9941700000000001,3.46,0.74,12.7,8,0
6.1,0.25,0.49,7.6,0.052000000000000005,226.0,0.9956,3.16,0.47,8.9,5,1
7.5,0.33,0.38,8.7,0.126,199.0,0.99711,2.98,0.57,9.4,5,1
8.0,0.16,0.36,1.5,0.033,122.0,0.9941,3.2,0.39,10.3,4,1
6.6,0.32,0.41,7.2,0.048,178.0,0.9953700000000001,3.2,0.46,9.4,5,1
6.8,0.22,0.29,8.9,0.046,188.0,0.9955,3.3,0.44,10.3,6,1
6.8,0.13,0.39,1.4,0.034,102.0,0.99121,3.23,0.6,11.3,7,1
5.3,0.57,0.01,1.7,0.054000000000000006,27.0,0.9934,3.57,0.84,12.5,7,0
6.2,0.1,0.41,1.0,0.04,76.0,0.98988,3.14,0.56,11.4,7,1
8.0,0.43,0.4,12.4,0.168,190.0,0.9991,3.07,0.64,9.2,5,1
6.1,0.41,0.0,1.6,0.063,87.0,0.9914,3.27,0.67,10.8,6,1
6.5,0.24,0.39,17.3,0.052000000000000005,126.0,0.9988799999999999,3.11,0.47,9.2,6,1
6.6,0.19,0.33,1.8,0.035,148.0,0.9919600000000001,3.15,0.36,10.2,5,1
9.0,0.6,0.29,2.0,0.069,73.0,0.99654,3.34,0.57,10.0,5,0
6.8,0.18,0.3,12.8,0.062,171.0,0.99808,3.0,0.52,9.0,7,1
6.4,0.29,0.57,1.0,0.06,120.0,0.9924,3.06,0.41,9.5,5,1
7.0,0.13,0.37,12.85,0.042,105.0,0.9958100000000001,3.05,0.55,10.7,6,1
6.9,0.29,0.4,19.45,0.043,156.0,0.9996,2.93,0.47,8.9,5,1
6.7,0.46,0.24,1.7,0.077,34.0,0.9948,3.39,0.6,10.6,6,0
8.2,0.35,0.4,6.3,0.039,162.0,0.9936,3.15,0.34,11.9,7,1
7.4,0.16,0.3,13.7,0.055999999999999994,168.0,0.99825,2.9,0.44,8.7,7,1
6.9,0.38,0.38,13.1,0.11199999999999999,94.0,0.99792,3.02,0.48,9.2,5,1
6.9,0.3,0.45,1.4,0.039,122.0,0.99059,3.07,0.47,11.1,7,1
8.0,0.81,0.25,3.4,0.076,85.0,0.9966799999999999,3.19,0.42,9.2,5,0
6.0,0.26,0.34,1.3,0.046,29.0,0.9924,3.29,0.63,10.4,5,1
7.7,0.32,0.48,2.3,0.04,114.0,0.9911,3.2,0.52,12.8,7,1
10.1,0.28,0.46,1.8,0.05,13.0,0.9974,3.04,0.79,10.2,6,0
10.1,0.38,0.5,2.4,0.10400000000000001,13.0,0.9964299999999999,3.22,0.65,11.6,7,0
8.7,0.22,0.42,2.3,0.053,114.0,0.9940000000000001,2.99,0.43,10.0,5,1
6.0,0.29,0.21,1.3,0.055,168.0,0.9914,3.32,0.43,11.1,6,1
6.4,0.31,0.5,5.8,0.038,111.0,0.9918899999999999,3.18,0.53,11.9,7,1
9.6,0.77,0.12,2.9,0.08199999999999999,74.0,0.99865,3.3,0.64,10.4,6,0
7.0,0.31,0.26,7.4,0.069,160.0,0.9954,3.13,0.46,9.8,6,1
6.3,0.3,0.48,1.8,0.069,61.0,0.9959,3.44,0.78,10.3,6,0
7.8,0.44,0.28,2.7,0.1,95.0,0.9966,3.22,0.67,9.4,5,0
8.6,0.34,0.36,1.4,0.045,119.0,0.99556,3.17,0.47,9.4,4,1
5.8,0.28,0.34,4.0,0.031,99.0,0.9896,3.39,0.39,12.8,7,1
7.0,0.29,0.33,0.9,0.040999999999999995,117.0,0.9904799999999999,3.21,0.5,11.4,5,1
6.1,0.4,0.16,1.8,0.069,25.0,0.9955,3.42,0.74,10.1,7,0
9.3,0.775,0.27,2.8,0.078,56.0,0.9984,3.31,0.67,10.6,6,0
6.5,0.28,0.35,9.8,0.067,180.0,0.9972,3.15,0.57,9.0,4,1
6.3,0.25,0.22,3.3,0.048,161.0,0.99256,3.16,0.5,10.5,6,1
7.5,0.38,0.56,9.7,0.055,170.0,0.99605,3.13,0.65,9.9,6,1
9.2,0.92,0.24,2.6,0.087,93.0,0.9998,3.48,0.54,9.8,5,0
6.3,0.21,0.33,13.9,0.046,179.0,0.9971,3.36,0.5,10.4,6,1
8.6,0.49,0.28,1.9,0.11,136.0,0.9972,2.93,1.95,9.9,6,0
6.1,0.32,0.24,1.5,0.036000000000000004,124.0,0.9898,3.29,0.42,12.4,7,1
5.8,0.28,0.66,9.1,0.039,159.0,0.9965,3.66,0.55,10.8,5,1
6.6,0.26,0.27,1.5,0.04,114.0,0.99295,3.36,0.62,10.5,6,1
7.3,0.17,0.36,8.2,0.027999999999999997,111.0,0.99272,3.14,0.41,12.4,6,1
12.0,0.37,0.76,4.2,0.066,38.0,1.0004,3.22,0.6,13.0,7,0
5.2,0.31,0.36,5.1,0.031,145.0,0.9897,3.14,0.31,12.4,7,1
7.4,0.24,0.29,10.1,0.05,105.0,0.9962,3.13,0.35,9.5,5,1
7.9,0.35,0.36,1.6,0.038,124.0,0.9928,3.25,0.48,11.0,5,1
7.1,0.2,0.35,3.2,0.034,107.0,0.99195,3.11,0.54,11.1,6,1
6.2,0.27,0.49,1.4,0.05,74.0,0.9931,3.32,0.44,9.8,6,1
6.2,0.16,0.47,1.4,0.028999999999999998,81.0,0.99,3.26,0.42,12.2,6,1
9.6,0.77,0.12,2.9,0.08199999999999999,74.0,0.99865,3.3,0.64,10.4,6,0
6.9,0.44,0.0,1.4,0.07,38.0,0.9943799999999999,3.32,0.58,11.4,6,0
6.4,0.2,0.32,3.1,0.040999999999999995,126.0,0.9914,3.43,0.42,12.0,6,1
7.4,0.27,0.49,1.1,0.037000000000000005,156.0,0.992,3.15,0.54,11.1,6,1
6.4,0.25,0.74,7.8,0.045,209.0,0.9956,3.21,0.42,9.2,6,1
6.8,0.27,0.49,1.2,0.044000000000000004,126.0,0.99,3.13,0.48,12.1,7,1
6.9,0.4,0.17,12.9,0.033,186.0,0.99754,3.08,0.49,9.4,5,1
6.4,0.21,0.28,5.9,0.047,101.0,0.9927799999999999,3.15,0.4,11.0,6,1
9.3,0.33,0.45,1.5,0.057,37.0,0.99498,3.18,0.89,11.1,7,0
6.8,0.21,0.55,14.6,0.053,159.0,0.99805,2.93,0.44,9.2,5,1
8.1,0.2,0.49,8.1,0.051,205.0,0.9954,3.1,0.52,11.0,6,1
7.1,0.33,0.18,6.3,0.094,166.0,0.99474,2.9,0.49,9.5,5,1
5.8,0.31,0.32,4.5,0.024,94.0,0.98906,3.25,0.52,13.7,7,1
8.6,0.685,0.1,1.6,0.092,12.0,0.99745,3.31,0.65,9.55,6,0
6.4,0.27,0.19,2.0,0.084,191.0,0.99516,3.49,0.63,9.6,4,1
8.2,0.64,0.27,2.0,0.095,77.0,0.9974700000000001,3.13,0.62,9.1,6,0
6.5,0.22,0.5,16.4,0.048,182.0,0.9990399999999999,3.02,0.49,8.8,6,1
6.9,0.35,0.55,11.95,0.038,111.0,0.99687,3.11,0.29,9.7,5,1
9.1,0.36,0.39,1.8,0.06,55.0,0.99495,3.18,0.82,11.0,7,0
7.6,0.49,0.33,1.9,0.07400000000000001,85.0,0.9970600000000001,3.41,0.58,9.0,5,0
5.9,0.23,0.24,3.8,0.038,152.0,0.99139,3.31,0.5,11.3,7,1
7.3,0.19,0.24,6.3,0.054000000000000006,231.0,0.9964,3.36,0.54,10.0,6,1
8.5,0.32,0.36,14.9,0.040999999999999995,190.0,0.9982,3.08,0.31,10.0,6,1
7.3,0.27,0.3,1.3,0.04,84.0,0.9922200000000001,3.28,0.53,10.7,6,1
5.7,0.43,0.3,5.7,0.039,98.0,0.992,3.54,0.61,12.3,7,1
6.9,0.32,0.26,2.3,0.03,103.0,0.99106,3.06,0.42,11.1,6,1
5.2,0.6,0.07,7.0,0.044000000000000004,147.0,0.9944,3.33,0.58,9.7,5,1
6.3,0.31,0.34,2.2,0.045,77.0,0.9927,3.3,0.43,10.2,5,1
5.7,0.15,0.28,3.7,0.045,151.0,0.9913,3.22,0.27,11.2,6,1
7.1,0.36,0.56,1.3,0.046,102.0,0.9923,3.24,0.33,10.5,6,1
7.2,0.21,0.34,11.9,0.043,213.0,0.9962,3.09,0.5,9.6,6,1
7.4,0.28,0.49,1.5,0.034,126.0,0.9918,2.98,0.39,10.6,6,1
6.4,0.17,0.32,2.4,0.048,200.0,0.9938,3.5,0.5,9.7,6,1
5.7,0.18,0.26,2.2,0.023,95.0,0.9893,3.07,0.54,12.3,6,1
7.3,0.23,0.37,1.9,0.040999999999999995,165.0,0.9908,3.26,0.4,12.2,8,1
8.8,0.34,0.33,9.7,0.036000000000000004,172.0,0.9966,3.08,0.4,10.2,5,1
5.2,0.38,0.26,7.7,0.053,103.0,0.9925,3.27,0.45,12.2,6,1
5.8,0.28,0.27,2.6,0.054000000000000006,156.0,0.9914,3.53,0.42,12.4,5,1
6.8,0.45,0.28,26.05,0.031,122.0,1.00295,3.06,0.42,10.6,6,1
7.4,0.27,0.28,1.8,0.04,121.0,0.9904299999999999,3.02,0.4,11.9,5,1
8.0,0.45,0.36,8.8,0.026000000000000002,151.0,0.9927,3.07,0.25,12.7,8,1
5.7,0.255,0.65,1.2,0.079,137.0,0.9930700000000001,3.2,0.42,9.4,5,1
7.2,0.34,0.44,4.2,0.047,144.0,0.991,3.01,0.76,12.3,6,1
6.7,0.3,0.29,2.8,0.025,107.0,0.99159,3.31,0.63,11.3,7,1
6.5,0.22,0.19,4.5,0.096,115.0,0.9937,3.02,0.44,9.6,5,1
6.3,0.34,0.19,5.8,0.040999999999999995,145.0,0.9943,3.15,0.63,9.9,5,1
7.8,0.55,0.0,1.7,0.07,17.0,0.99659,3.26,0.64,9.4,6,0
6.2,0.7,0.15,5.1,0.076,27.0,0.9962200000000001,3.54,0.6,11.9,6,0
6.0,0.67,0.07,1.2,0.06,108.0,0.9931,3.11,0.35,8.7,4,1
5.6,0.34,0.3,6.9,0.038,89.0,0.99266,3.25,0.49,11.1,6,1
8.5,0.17,0.31,1.0,0.024,91.0,0.993,2.79,0.37,10.1,5,1
6.8,0.34,0.36,8.9,0.028999999999999998,128.0,0.99318,3.28,0.35,11.95,7,1
7.4,0.16,0.27,15.5,0.05,135.0,0.9984,2.9,0.43,8.7,7,1
7.4,0.4,0.29,5.4,0.044000000000000004,122.0,0.9940000000000001,3.3,0.5,11.1,8,1
6.2,0.27,0.43,7.8,0.055999999999999994,244.0,0.9956,3.1,0.51,9.0,6,1
7.3,0.19,0.27,13.9,0.057,155.0,0.9980700000000001,2.94,0.41,8.8,8,1
6.5,0.18,0.41,14.2,0.039,129.0,0.9967799999999999,3.28,0.72,10.3,7,1
9.3,0.41,0.39,2.2,0.064,31.0,0.9984,3.26,0.65,10.2,5,0
8.3,0.34,0.4,2.4,0.065,48.0,0.99554,3.34,0.86,11.0,6,0
6.6,0.26,0.31,4.8,0.138,168.0,0.9951,3.2,0.38,9.3,5,1
6.1,0.22,0.4,1.85,0.031,111.0,0.98966,3.03,0.3,11.8,7,1
7.2,0.19,0.39,1.2,0.036000000000000004,85.0,0.9918,3.16,0.5,10.5,5,1
6.7,0.28,0.42,3.5,0.035,105.0,0.99021,3.18,0.38,12.2,6,1
6.7,0.35,0.32,9.0,0.032,113.0,0.9918799999999999,3.13,0.65,12.9,7,1
5.8,0.24,0.28,1.4,0.038,76.0,0.98711,3.1,0.29,13.9,7,1
7.1,0.3,0.36,6.8,0.055,234.0,0.9972,3.49,0.64,10.2,6,1
6.7,0.23,0.31,2.1,0.046,96.0,0.9926,3.33,0.64,10.7,8,1
7.6,0.52,0.12,3.0,0.067,53.0,0.9971,3.36,0.57,9.1,5,0
6.0,0.2,0.38,1.3,0.034,104.0,0.98865,3.11,0.52,12.7,6,1
7.5,0.42,0.34,4.3,0.04,108.0,0.99155,3.14,0.45,12.8,8,1
8.7,0.625,0.16,2.0,0.10099999999999999,49.0,0.9962,3.14,0.57,11.0,5,0
7.8,0.31,0.4,1.6,0.027000000000000003,87.0,0.9911,3.15,0.48,11.9,6,1
6.6,0.27,0.33,1.4,0.042,183.0,0.99215,3.29,0.46,10.7,5,1
9.0,0.4,0.43,2.4,0.068,46.0,0.9943,3.2,0.6,12.2,6,0
6.7,0.33,0.49,1.6,0.16699999999999998,94.0,0.9914,3.11,0.5,11.4,6,1
6.9,0.19,0.39,8.0,0.027999999999999997,84.0,0.9940000000000001,3.11,0.66,10.8,6,1
6.0,0.32,0.3,1.9,0.033,142.0,0.9891200000000001,3.29,0.42,12.8,7,1
7.1,0.2,0.36,11.6,0.042,124.0,0.997,2.92,0.59,9.5,7,1
8.2,0.635,0.1,2.1,0.073,60.0,0.9963799999999999,3.29,0.75,10.9,6,0
6.0,0.33,0.18,3.0,0.036000000000000004,85.0,0.99125,3.28,0.4,11.5,4,1
6.7,0.675,0.07,2.4,0.08900000000000001,82.0,0.9958,3.35,0.54,10.1,5,0
7.9,0.21,0.4,1.2,0.039,107.0,0.992,3.21,0.54,10.8,6,1
7.4,0.18,0.42,2.1,0.036000000000000004,187.0,0.9938,3.4,0.41,10.6,7,1
12.5,0.46,0.63,2.0,0.071,15.0,0.9988,2.99,0.87,10.2,5,0
7.6,0.28,0.17,1.6,0.046,117.0,0.9928799999999999,3.08,0.43,10.0,5,1
5.9,0.26,0.21,12.5,0.034,152.0,0.9972,3.28,0.43,9.5,6,1
